Sentence,Opinion
"The cause of the problem is known, and the Ubuntu guys will release a fix soon enough. This will probably either be rebuilding linux-ubuntu-modules with some new compile flags, or with a complete kernel rebuild and some patches",1
"During the connection dialog, however, I get the same message ""Cannot get information from the serial port."" maybe because usb is not a ""regular"" serial port.",0
i agree with what mike said - we (it) do a lot of last minute work and would have been able to handle this one too.,1
"I don't think they have xulrunner-1.9 in debian, so lets wait for this and see what we get.",0
Problem seems to have been dissapeared. I tested on a clear 7.10.beta install and no problems anymore,1
"Okay, but your mockups are bad (I hope you do not take any offense, because its a great idea!).",0
"Yes, this has been fixed for me as well since the final release.",1
That is a different bug and has already been reported.,0
"I get the same problem described by DanM for ""sleep"", and the same problem described in the original post for hibernation (screen flicks on an off).",1
No it doesn't make sense to me either when you put it that way.,0
i can confirm this.,1
"I can confirm that the rootflags boot option doesn't work, at least with locale=es_ES.utf8.",0
macobas' solution worked perfect for me! Thank you makobas.,1
"All the patches (04, 06, 08) have been merged upstream and shipping with hardy. Note that 04 is not enabled in this diff.",0
I am facing the same issue with Hardy Heron on my HP laptop (Compaq nx6120).,1
Still no dice on my 1420. I tried seveal combinations in /etc/modprobe.d/alsa-base after installing linux-backports-modules. No sound of any kind.,0
ipw3945.ko works fine with 2.6.17-11 generic.,1
"unfortunately we can't fix it, because your description does not yet have enough information.",0
"ok, i can confirm, that making the changes that you specified above does allow me to get sound",1
Suspend in Gutsy still hangs with the latest fglrx release,0
i agree with sergio zanchetta: there are many people having this problem.,1
thunderbird did not close while under gdb. but it did not open the email either.,0
"i can also confirm the issue for hardy, exactly the same as with gutsy.",1
It appears to still be a problem. I never saw a battery status from it.,0
Thanks for the response Stefan. I'll give this a try soon.,1
"grub cannot see the usb keyboard, there is no option in the bios for legacy keyboard or any other options for that matter.",0
"I have the same problem, i was going to buy a 4965AGN wifi card anyway so i will see if that fixes the problem.",1
I still won't consider this bug closed though..,0
Another useful datapoint is that the submitter of #197183 claims that this worked in Dapper.,1
I at least can't reproduce it with a simple checkout.,0
i think it would be reasonable to put the mdadm patch before this delay also.,1
2.6.26 kernel works so far. but I can't even boot the 2.6.27 kernel so,0
"Yes, your first example works as expected.",1
"apt cannot check every single bit of the cache file for correctness, this would defeat the purpose of the cache.",0
i have similar problems as martin above.,1
"of course, you are right that the reported address boundary error is fish-specific.",1
I can confirm the missing libwfb is the same bug as . Applying the fix described for the 9755 driver but using the 100-series libraries worked for me.,1
"Thanks for the tip, I updated it and now it works perfectly.",1
I can confirm that lizardmenke's workaround does in fact work.,1
This bug was fixed in the package xubuntu-default-settings,1
I confirm that jasbur's fix works for me.,1
"Same version as above poster, won't suspend for me neither on keyboard nor mouse activity.",1
uploaded to gutsy-proposed. Thanks for your contribution.,1
"Ok, I can reproduce this now.",1
Robert - while you are experiencing the same symptom as Steve unless you have the same hardware it would be best if you opened a separate bug report and include the same information we requested of him. Thanks in advance!,1
"Working on a Dell Latitude 630, except that microphone capture is unacceptable Has anyone else tested microphone?",1
"Tim, right. There is the patch (unchanged 0.40 release, i386 only).",1
I get this same problem,1
"I also report success with Hardy. No ""irqpoll"" needed anymore. Thx",1
Loading snd_hda_indel with model=ref makes it work again.,1
"miked, your run looks good, the test suite passed.",1
"@mikael nilsson: hm, interessting. it fixes the problem on my development and on my test-system.",1
"i have had the same problem as neal and pinkwerks, in booting from the fiesty live cd the xfce panel fails to launch.",1
i concur with the findings of philipp.,1
"I have also such a problem, NetworkManager taking 100% CPU all the time, making it impossible to do CPU-intensive tasks like compiling.",1
Yes I have a laptop. And right it seems to be the same issue.,1
I confirm that I also run into this bug in my Hardy alpha5 installation and that Sven's workaround works great.,1
I confirm that the heindsight solution works for my laptop.,1
"Having the same problems on a T42, I downloaded the 2.6.24-2 kernel as suggested and I was able to enter suspend mode and to resume.",1
"Okay, we've already tried this and got a '404 - Resource not found' error.",1
"Thanks Travis, we're looking at doing an update of the -ati driver for Gutsy.",1
"I agree with Wodz, but I'd go one step further and say the legacy driver should be the default.",1
i do agree that it can be confusing and i don ' t mind if we won ' t allow it,1
"Ah, now that is interesting. I'll ask our python-apt guru about this.",1
the above fix proposed by archdrone also works for the hp compaq 2510p (just change the c098 with c099).,1
same here and works for me too : ),1
As the description states 3.5.0 is out and SHOULD be tested in karmic to make it run great in the next LTS release. Ubuntu already is the distro of choice for most developers.,1
"@Marius: Wow, good catch!",1
"i confirm that in feisty fawn,using stock kernel.i have 2 wd hdds",1
