Bug Number,Sentence Number,Sentence
123848,1.5,ProblemType: Crash Architecture: i386 CrashCounter: 1 Date: Tue Jul 3 15:12:34 2007 DistroRelease: Ubuntu 7.10 ExecutablePath: /usr/bin/compiz.real NonfreeKernelModules: nvidia Package: compiz-core 1:0.5.1+git20070703-0ubuntu1 PackageArchitecture: i386 ProcCmdline: /usr/bin/compiz.real --ignore-desktop-hints --sm-disable --replace gconf ccp ProcCwd: /home/nrayever ProcEnviron: PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games LANG=es_MX.UTF-8 SHELL=/bin/bash Signal: 11 SourcePackage: compiz Stacktrace: #0 0xb6596edb in cairo_set_line_width () from /usr/lib/libcairo.so.2 #1 0xb66db6c5 in ??
123848,1.6,() from /usr/lib/compiz/libresizeinfo.so #2 0x00000000 in ??
123848,1.7,() StacktraceTop: cairo_set_line_width () from /usr/lib/libcairo.so.2 ??
123848,1.8,() from /usr/lib/compiz/libresizeinfo.so ??
123848,1.9,() ThreadStacktrace: .
123848,1.10,Thread 1 (process 12675): #0 0xb6596edb in cairo_set_line_width () from /usr/lib/libcairo.so.2 #1 0xb66db6c5 in ??
123848,1.11,() from /usr/lib/compiz/libresizeinfo.so #2 0x00000000 in ??
123848,1.12,() Title: compiz.real crashed with SIGSEGV in cairo_set_line_width() Uname: Linux nforce 2.6.22-7-generic #1 SMP Mon Jun 25 17:33:14 GMT 2007 i686 GNU/Linux UserGroups: adm admin audio cdrom dialout dip floppy lpadmin netdev plugdev powerdev scanner video
123848,3.1,StacktraceTop:??
123848,3.2,() ??
123848,3.3,()
123848,7.1,I can confirm this in gutsy i386
123848,8.1,confirmed gutsy i386 nvidia
123848,9.1,Still a problem with version 1:0.5.1+git20070725-0ubuntu1.
123848,10.1,Potential fix below.
123848,10.2,When I ran 'gnome-appearance-properties' from a terminal_DOUHAO_ I saw a few errors like
123848,10.3,After logging back in again_DOUHAO_ enabling desktop effects worked.
123848,10.4,Some specs: - nVidia Go 7600 video card - Using the nvidia Xorg driver (not nv) - Kernel version: 2.6.22-8-generic - compiz package version 1:0.5.1+git20070725-0ubuntu1
123848,11.1,kevin you are the man!!?
123848,11.2,you found it?
123848,11.3,worked for me too.
123848,11.4,that solves the problem!?
123848,11.5,two option lines missing in the xorg.conf!?
123848,11.6,great job?
123848,11.7,I must a beer to you?
123848,11.8,devs here is the answer!?
123848,11.9,nrayever El vie_DOUHAO_ 27-07-2007 a las 23:37 +0000_DOUHAO_ Kevin Godby escribió:
123848,11.10,> Potential fix below.
123848,11.11,> > When I ran 'gnome-appearance-properties' from a terminal_DOUHAO_ I saw a few > errors like: > > /usr/bin/compiz.real (core) - Warn: No GLXFBConfig for depth 32 > > To resolve this issue_DOUHAO_ I added to following two lines: > > Option "AddARGBGLXVisuals" "True" > Option "DisableGLXRootClipping" "True" > > to the "Screen" section of my /etc/X11/xorg.conf file and restarted X > Windows (logout of Gnome and at the login screen_DOUHAO_ press Ctrl-Alt- > Backspace_DOUHAO_ then login again).
123848,11.12,> > After logging back in again_DOUHAO_ enabling desktop effects worked.
123848,11.13,> > Some specs: > - nVidia Go 7600 video card > - Using the nvidia Xorg driver (not nv) > - Kernel version: 2.6.22-8-generic > - compiz package version 1:0.5.1+git20070725-0ubuntu1 >
123848,12.1,When you use the restricted driver manager to enable the nvidia driver it adds the needed options to xorg.conf for you.
123848,12.2,If you choose to manually enable the nvidia driver you also have to manually add these options to make compiz work.
123848,12.3,Closing bug as invalid_DOUHAO_ is user error.
123848,13.1,i don't think so travis.
123848,13.2,i had used the restricted driver manager to enable my nvidia drivers.
123848,13.3,or "maybe" it is/was a bug in restricted driver manager from tribe 1 and previous dailies.
123848,13.4,because i remember i used tribe 1 to install gutsy.
123848,13.5,i believe that with the new updates to the restricted driver manager it only checks if the driver is enable or not.
123848,13.6,and not if all the lines where actually added to xorg.conf try to check on that.
123848,13.7,nrayever El sáb_DOUHAO_ 28-07-2007 a las 01:43 +0000_DOUHAO_ Travis Watkins escribió:
123848,13.8,> When you use the restricted driver manager to enable the nvidia driver > it adds the needed options to xorg.conf for you.
123848,13.9,If you choose to > manually enable the nvidia driver you also have to manually add these > options to make compiz work.
123848,13.10,Closing bug as invalid_DOUHAO_ is user error.
123848,13.11,> > ** Changed in: compiz-fusion-plugins-main (Ubuntu) > Status: Triaged => Invalid >
123848,14.1,I just used the restricted drivers manager to disable and re-enable my nvidia driver_DOUHAO_ and it did add those two lines to the xorg.conf file.
123848,14.2,Interestingly_DOUHAO_ though it added the lines to the Device section_DOUHAO_ whereas the info I found online suggested I add the lines to the Screen section.
123848,14.3,I'm not sure which is correct_DOUHAO_ but both appear to work.
123848,14.4,As to this particular bug_DOUHAO_ however_DOUHAO_ I still think it's a valid bug.
123848,14.5,Compiz should not segfault -- ever -- for any reason.
123848,14.6,A better solution would be to recommend to the user that those two lines should be added to the xorg.conf file.
123848,14.7,An ever nicer solution would be to offer to add the lines to the file so the user doesn't have to.
123848,15.1,It's still a bug.
123848,16.1,Fix committed upstream_DOUHAO_ just need to get a new snapshot made.
123848,17.1,I can confirm that adding the two lines to xorg.conf fixes the crashing issue.
123848,17.2,To fix this bug_DOUHAO_ isn't it possible to have apt-get run "sudo nvidia-xconfig --add-argb-glx-visuals -d 24" after installing the nvidia-glx and nvidia-glx-new drivers in synaptics?
123848,17.3,Since Restricted driver manger already does this_DOUHAO_ we only need to cover the synaptics/apt-get way of installing the drivers.
123848,17.4,I agree with a previous post who said that compiz should never crash period.
123848,19.1,shouldnt this be open until the fix is set in by default as opposed to modifying a file?
13175,1.1,if the serial port speed is not set the modem connection is incredible slow on some computers.
13175,1.2,http://bugzilla.gnome.org/show_bug.cgi?id=169380: http://bugzilla.gnome.org/show_bug.cgi?id=169380
13175,2.1,I've opened a bug upstream about this: http://bugzilla.gnome.org/show_bug.cgi?id=169380
13175,3.1,I don't think this is gnome problem_DOUHAO_ I think its a linux kernel problem.
13175,3.2,I've just recently bought a new computer and have installed ubuntu on it_DOUHAO_ and have the same problem.
13175,3.3,The modem doesn't connect at more than 9600baud the first few times you connect.
13175,3.4,It exactly the same problem that I had on debian with kernel 2.4.27.
13175,3.5,This was fixed by debian in the 2.4.27-8 release_DOUHAO_ which removed some debian kernel patches.
13175,3.6,Its documented in debian bug #286402 .
13175,3.7,http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=286402 My ubuntu is using 2.6.10-5 kernel and I think it might have similar (debian) patches_DOUHAO_ which may have been backported into 2.4.27 which cause my debian problems.
13175,3.8,The temporary fix is to run "sudo stty -F /dev/ttyS0 speed 115200" TWO TIMES before starting dialup.
13175,4.1,I uploaded a new gnome-system-tools and system-tools-backends into breezy.
13175,4.2,It will set the serial speed to 115200.
13175,4.3,does that help?
13175,5.1,The problem should be fixed with the current breezy version of gnome-system-tools and I haven't got any more reports about the problem for some time.
13175,5.2,I close this bug now_DOUHAO_ please reopen if the problem is not fixed for you.
13574,1.1,Right click on any file.
13574,1.2,Choose "Open with another application" Wait for list to fill (Good work with that by the way!) Select application Click Open Get Error message "Could not add application to the application database"
13574,1.3,This has happened since Warty for me.
13574,1.4,It does not matter what file or what application_DOUHAO_ it always pops this up.
13574,1.5,If this is something I am doing wrong_DOUHAO_ please inform me.
13574,2.1,You're running current Hoary now?
13574,3.1,what do you have in ~/.local/share/applications/ ?
13574,3.2,Can you edit a file in this directory with your user ?
13574,4.1,Absolutely latest crack of the day
13574,5.1,Further digging reveals that while I own .local_DOUHAO_ the folder share and all under it is owned by root and is 700.
13574,5.2,I have never touched this folder intentionally_DOUHAO_ so I two possiblities.
13574,5.3,
13574,1.,
13574,5.4,1 broke my machine.
13574,5.5,
13574,2.,
13574,5.6,A package did the same.
13574,6.1,I don't think that's due to package_DOUHAO_ package don't change user files
13574,7.1,Ok_DOUHAO_ I must have borked it very early on.
13574,7.2,This install is from Warty Preview_DOUHAO_ and I have not reinstalled_DOUHAO_ so hmm.
13574,7.3,Anyway_DOUHAO_ closing this bug_DOUHAO_ as I have fixed the issue myself.
13613,1.1,Feb14 hoary installed on a box_DOUHAO_ yesterday_DOUHAO_ same box:
13613,1.2,Mar 5 15:10:29 anna[10510]: WARNING **: parser_rfc822: Iek?
13613,1.3,Don't find end of field_DOUHAO_ it seems to be after the end of the line!
13613,1.4,The "check cd" option claimed the CD was bad_DOUHAO_ but
13613,1.5,dd if=/dev/hdc of=hdc.iso_DOUHAO_ md5sum hdc.iso bbaf920d5fba57a97c340cd83c6456e0 (what it should be) and yet the install is saying "fails md5sum check" - - same CD works fine on a laptop
13613,1.6,boot options: linux DEBCONF_DEBUG=5
13613,2.1,Created an attachment (id=1542) syslog
13613,3.1,Created an attachment (id=1543) apt-cdrom add -o Debug::aptcdrom=true
13613,4.1,(From update of attachment 1543) this was asked for on another bug report_DOUHAO_ so here is is.
13613,4.2,I don't see anything interesting.
13613,5.1,This is caused by errors reading from the CD.
13613,5.2,Try burning it at a lower speed.
13613,6.1,(In reply to comment #4)
13613,6.2,> This is caused by errors reading from the CD.
13613,6.3,Try burning it at a lower speed.
13613,6.4,on the same box: cd /media/cdrom0 md5sum -cv md5sum.txt|tee /tmp/hoary.md5 grep -v "OK$" hoary.md5 (nothing) I'll attach it so you can see exactly what files it checked.
13613,6.5,So I don't think it is the CD.
13613,6.6,Also_DOUHAO_ a CD I made March 3 had the same problem.
13613,6.7,It is a small box with a laptop like CD rom (disk snaps onto a center thing)_DOUHAO_ but it is a P2 cpu_DOUHAO_ so I would hope it is a standard ATAPI.
13613,6.8,seems to be: $ grep ATAPI sahara.dmesg.txt hdc: UJDA110_DOUHAO_ ATAPI CD/DVD-ROM drive hdc: ATAPI 14X CD-ROM drive_DOUHAO_ 128kB Cache
13613,7.1,Created an attachment (id=1563) shows all files passing md5sum
13613,8.1,Created an attachment (id=1564) dmesg from an install using the Feb14 hoary CD
13613,9.1,Would you please try burning at a lower speed?
13613,10.1,No reply in almost 9 months_DOUHAO_ closing bug.
13613,10.2,Please reopen if the bug is still there with Breezy/Dapper iso's burnt at low speed.
13655,1.1,Installed Hoary yesterday (7/3-05)_DOUHAO_ and updated everything.
13655,1.2,After first installing the nvidia drivers they worked fine_DOUHAO_ but after a reboot it didn't.
13655,1.3,Doing a "modprobe nvidia"_DOUHAO_ solved the problem.
13655,1.4,I did a "update-rc.d mymodules defaults" with mymodules just containing "modprobe nvidia"; this also fixes the problem.
13655,1.5,I had to follow this procedure in Warty also.
13655,1.6,Cheers
13655,2.1,If I'm not mistaken_DOUHAO_ nvidia-glx contains a script which handles all of this for you (loading the module_DOUHAO_ configuring X_DOUHAO_ etc).
13655,3.1,nvidia-glx does not configure a great deal as far as I can tell_DOUHAO_ I still had to comment out dri and change nv to nvidia_DOUHAO_ in xorg.conf It does load the module at installation because ctrl-alt-backspace gave me the nvidia screen.
13655,3.2,It was after I rebooted the module didn't not get loaded.
13655,3.3,The script could also add Option "RenderAccel" "True" to the device section_DOUHAO_ without hurting anybody_DOUHAO_
13655,4.1,When you run nvidia-glx-config enable_DOUHAO_ does the kernel driver not get updated?
13655,4.2,This is the documented procedure_DOUHAO_ and seems to work fine here.
13655,5.1,(In reply to comment #3)
13655,5.2,> When you run nvidia-glx-config enable_DOUHAO_ does the kernel driver not get updated?
